"","x","y","c","json_data"
"V1471",0.626818939951311,2.35060698967688,3,"11537"
"V1472",2.74402610086656,2.32112070126978,3,"15532"
"V1473",-6.39043917258438,-0.588981976526859,5,"16825"
"V1474",-8.26348497520801,-4.38432288224772,8,"16888"
"V1475",2.70959313609334,-1.64423217709382,1,"17057"
"V1476",3.3666326721402,-1.52190327074541,1,"17407"
"V1477",6.09949888009304,-1.14076425667568,2,"18899"
"V1478",-5.4724056044101,-2.63219853920295,7,"12089"
"V1479",-2.41767403623562,4.70791763175681,3,"12121"
"V1480",-0.904725495352797,3.95857808438083,3,"12595"
"V1481",-0.942303162246624,3.90786228100204,3,"14044"
"V1482",1.61873507044453,3.82778833775631,3,"15780"
"V1483",-2.27473588033759,-2.86056384313323,7,"16351"
"V1484",-5.63233039279899,2.48342525168946,4,"18154"
"V1485",-7.31731326682635,-4.08301164170543,5,"18603"
"V1486",-6.4638900218497,-0.321623827951811,5,"19962"
"V1487",2.90337279430444,-0.112281954821116,7,"11029"
"V1488",-5.726788691643,3.25883682772594,3,"11231"
"V1489",-3.52136075598446,2.9899210286556,7,"11743"
"V1490",2.00758938443113,-0.59833673883247,2,"12156"
"V1491",0.157138033675912,1.52834993399374,7,"13424"
"V1492",-7.29489987813269,-0.699572707667308,4,"14116"
"V1493",6.09434820203055,-1.13705712224136,2,"15185"
"V1494",-5.39534923850467,3.83796227624581,4,"15467"
"V1495",-0.525482593640504,2.92318195243849,3,"19914"
"V1496",-2.52807964774557,0.208062849431046,7,"10134"
"V1497",-0.297986599531807,3.93684356709218,3,"10430"
"V1498",7.13794646618033,-0.785154845434783,2,"12314"
"V1499",-7.91085756685188,-3.87701093353063,8,"12444"
"V1500",-3.33363356156678,4.09403651914637,7,"15121"
"V1501",-3.40107513262985,-0.58509295794449,3,"17858"
"V1502",6.01994267814758,-1.34923317780587,2,"18733"
"V1503",-7.45552413064535,-1.50465494641983,6,"19238"
"V1504",-5.43702383022876,3.71199368649196,4,"11431"
"V1505",4.49182149436063,-0.68731017230308,2,"12930"
"V1506",0.879919903233023,0.999282580403547,7,"12945"
"V1507",-1.76769089408526,4.15061832790968,3,"15371"
"V1508",-5.23589450227224,3.88438764610716,3,"17815"
"V1509",-7.78544836962077,-1.33711984503424,8,"18072"
"V1510",-8.24541879495747,-1.41493426710545,5,"18281"
"V1511",-6.79042832276465,-0.921600903111486,5,"19993"
"V1512",-4.52214908135411,1.87172217405741,4,"11267"
"V1513",1.91495718657395,3.98195728391949,3,"11966"
"V1514",6.69376100004325,-1.05896478564929,2,"12043"
"V1515",-6.05170139815008,-0.593207918833633,4,"13963"
"V1516",-6.09094805843261,-0.494808460347753,8,"14373"
"V1517",0.91888444799887,4.15861929053446,3,"14543"
"V1518",-6.98003325396318,-0.99510469836152,4,"15694"
"V1519",-4.88168412345567,-0.0722221243222192,3,"17871"
"V1520",6.66540711728366,-1.12992258392648,2,"10981"
"V1521",-2.54485923584424,3.58048779787693,3,"11153"
"V1522",3.64475768272627,-0.533544057931576,1,"12186"
"V1523",6.01466154177804,-1.34524685212466,2,"13096"
"V1524",3.17045707677499,-0.682165031515607,2,"17201"
"V1525",6.8907709826526,-0.490617155436701,2,"17393"
"V1526",4.21824893574313,2.71964752167898,3,"12442"
"V1527",-2.10311603019073,1.79807269913029,7,"12749"
"V1528",6.02856640245433,-1.34126121218887,2,"13746"
"V1529",-4.40063314734107,3.16098763692041,4,"13948"
"V1530",-4.90766981802208,0.458592377602693,5,"14613"
"V1531",-3.44064868507095,3.75482283219926,3,"15295"
"V1532",-6.11643310273718,-2.45207802058937,8,"16195"
"V1533",-5.00817535464021,0.231825538411019,6,"16731"
"V1534",-3.22817800557456,4.12993237467963,5,"18364"
"V1535",-4.07379376715843,-2.58337170587132,7,"10058"
"V1536",0.466991503963021,2.0054260760639,3,"12730"
"V1537",6.1003651236858,-1.14094063581996,2,"12968"
"V1538",7.13794646618033,-0.785154845434785,2,"13332"
"V1539",-1.06838501153287,3.65532247159307,3,"16036"
"V1540",-8.60019301916456,-2.54728531440352,6,"16136"
"V1541",-8.9614259017803,-5.94655896607548,8,"18292"
"V1542",-5.09076765976759,4.54981376838995,3,"18803"
"V1543",-1.51181066764376,4.55890365875449,3,"10152"
"V1544",-4.38797718758855,-1.58809141231862,1,"10882"
"V1545",-4.4582425042136,3.08062904232495,4,"11919"
"V1546",1.15481332950687,-0.893128304196525,1,"13423"
"V1547",-3.60616988807715,3.58901135039335,7,"14159"
"V1548",-2.43697514587394,3.77282472498896,7,"14368"
"V1549",0.508553373125316,4.12370310373459,3,"14771"
"V1550",-5.90988703474678,-3.36940242136718,5,"15241"
"V1551",-7.87313507771914,-3.70037014492651,6,"15510"
"V1552",-0.200067089406091,3.95211526938522,3,"15709"
"V1553",-3.42803798811179,-0.930312360801674,7,"16470"
"V1554",3.04949587879985,2.11625387806485,3,"16550"
"V1555",7.14260132451236,-0.787380496771468,2,"16957"
"V1556",-6.75316598351753,-1.48600048741987,5,"17284"
"V1557",0.491876974139041,4.07303604155657,3,"17361"
"V1558",4.27747240015587,-0.695325529747255,2,"17866"
"V1559",-6.13353039874725,-3.0446862534276,5,"18203"
"V1560",-4.4597865404407,3.23970210935865,4,"19315"
"V1561",1.52086085714424,1.32257503195506,7,"19321"
"V1562",7.13585184235686,-0.782613811152366,2,"19964"
"V1563",0.553916072747962,4.03531888753331,3,"11219"
"V1564",0.771497127123649,-0.33308059555792,1,"14339"
"V1565",-6.59163708180781,-2.82401809160909,8,"15166"
"V1566",2.96791465459435,-1.83120734527244,1,"15928"
"V1567",-2.38659395789958,4.05594405100855,3,"16433"
"V1568",7.14719810552705,-0.791114345108492,2,"10530"
"V1569",2.21977756768384,4.1689435120095,3,"12623"
"V1570",0.724943321038486,3.95892040185591,3,"13152"
"V1571",-7.07911912319595,-3.58481750011462,8,"14340"
"V1572",-6.92747321215743,-3.88278246467904,7,"14828"
"V1573",1.55329500881999,-0.380438255196854,7,"15847"
"V1574",-2.62108017260291,1.89649711750672,7,"17494"
"V1575",-2.46865453572978,3.72649905395435,1,"17640"
"V1576",6.02067150202011,-1.45830555452547,2,"10439"
"V1577",4.3841442905647,-1.10989898957727,2,"11209"
"V1578",-1.47184644539927,4.53421171899442,3,"12325"
"V1579",-4.09680448060431,2.87419297414594,7,"13154"
"V1580",4.02895216039383,-1.01563404103058,2,"13558"
"V1581",-1.74177578210583,3.57518792391562,5,"13958"
"V1582",2.06640987517463,2.83644747155293,2,"15887"
"V1583",-1.31169236110395,2.68164232623263,3,"16100"
"V1584",0.48702137389124,-0.432664833046723,1,"17052"
"V1585",-9.04282738478616,-5.77145742316015,8,"17931"
"V1586",-5.85141523092103,-4.24788172207035,5,"18651"
"V1587",-2.57841240272389,4.25447247577585,4,"19372"
"V1588",4.42477529298634,-0.885074908268693,2,"12141"
"V1589",-8.64684717074664,-1.28595920000824,5,"13581"
"V1590",7.14260132451236,-0.787380496771469,2,"13860"
"V1591",4.36430746652969,-1.14268730317901,2,"15711"
"V1592",-6.41886024860682,2.23312211869788,4,"18375"
"V1593",1.36013034905499,-0.736715771822102,1,"19653"
"V1594",-3.49449139155167,-1.16010412713677,7,"10002"
"V1595",-7.52419110703059,-1.25174126106215,3,"11437"
"V1596",-3.9475150895645,-1.52609596429001,7,"12075"
"V1597",-3.2528458998422,-2.57393241838947,7,"13165"
"V1598",6.02123889507989,-1.33523846621059,2,"13251"
"V1599",-6.34472553285104,-0.665497971500751,4,"15301"
"V1600",-3.43679862905847,-2.00879769378479,7,"17119"
"V1601",-0.0159913336250993,-0.121334017772442,1,"18259"
"V1602",-4.9230136026065,4.59885621639516,3,"11941"
"V1603",2.61592253393665,2.38481496259092,3,"12218"
"V1604",-3.64837713917733,2.75495672481664,7,"12222"
"V1605",-2.65971123800112,0.225114927978873,7,"14090"
"V1606",-2.25257486697482,-0.651862360105136,3,"14755"
"V1607",-2.57710389810253,3.81808401147575,6,"14860"
"V1608",-6.87448896495882,-3.88568010481614,8,"15754"
"V1609",-0.0482967728545274,0.971451241098008,7,"16050"
"V1610",3.98504930245422,-1.02883843736303,2,"16348"
"V1611",-3.77427397820775,0.34743495493437,7,"17485"
"V1612",-0.111177583797074,2.43099782650105,3,"17799"
"V1613",7.14417515791047,-0.787736881323968,2,"18264"
"V1614",-1.3603001661517,-2.74821581959907,5,"18667"
"V1615",-7.12737127860401,-0.140093486023291,6,"18756"
"V1616",5.01846634784982,-1.85182485389192,2,"19718"
"V1617",1.08940254604341,3.26406260333243,3,"10487"
"V1618",1.86510884886889,3.61326431416612,3,"10713"
"V1619",4.7702707276585,-0.930333494410369,2,"11903"
"V1620",1.51476560596985,2.76665161857717,1,"11933"
"V1621",6.66503635827983,-1.13031409615036,2,"12935"
"V1622",3.19699296565594,-0.12165343185525,2,"13485"
"V1623",-4.61665684707797,3.19252474220154,4,"14559"
"V1624",-0.247619684056264,3.5325081047288,3,"15862"
"V1625",4.86078979313061,-2.12689241352709,2,"16304"
"V1626",3.88665758010556,-1.07023353245369,2,"16432"
"V1627",2.89843522690892,-1.37360780917734,2,"16593"
"V1628",-1.77264012165563,3.61750125375432,7,"17503"
"V1629",7.14268673220222,-0.787402883145586,2,"17724"
"V1630",-3.385406636887,3.83174526046078,3,"19911"
"V1631",-3.75330205392551,0.860552602199033,6,"12779"
"V1632",-2.09514718430483,5.0203409212287,3,"15337"
"V1633",-1.57085958256642,-0.0480345311533589,3,"15772"
"V1634",0.98275042303143,3.55944802776731,3,"15861"
"V1635",-4.34628878570653,3.29351897254746,4,"16041"
"V1636",-3.95591732540693,3.09087520416733,3,"17087"
"V1637",-2.99542807517723,1.72370931650673,7,"10502"
"V1638",-2.49970007524566,3.65832727001448,4,"10532"
"V1639",-1.91100179008657,-1.39627007366557,7,"10698"
"V1640",-4.71157994254068,3.03829408649517,4,"12548"
"V1641",4.73049836543411,0.271116225306269,2,"13263"
"V1642",-2.55513175498301,3.65266361553134,6,"14687"
"V1643",-2.57958371601483,2.24225951256839,7,"15925"
"V1644",-1.39716963012369,4.21285825130861,1,"16037"
"V1645",-6.07370238902656,-0.871662055855656,4,"16694"
"V1646",4.77790126154434,-0.939629396802158,2,"19942"
"V1647",-4.09764749191123,-1.87875957301183,1,"11986"
"V1648",4.50898455499698,-0.76603515914907,2,"15162"
"V1649",-2.11137269967003,3.19191950611829,7,"15293"
"V1650",-2.12671419044429,3.04135695996673,3,"16193"
"V1651",-8.20289426657223,-4.88033196888655,8,"17628"
"V1652",0.406479368855565,-0.861010701391323,2,"19201"
"V1653",0.985301731535552,3.1186301889658,3,"10949"
"V1654",3.88103127777349,-2.09110499890722,2,"10967"
"V1655",-3.95919210831126,3.15816903133453,3,"11197"
"V1656",-1.6091469362933,4.40968357589423,3,"11659"
"V1657",-4.06958046953481,0.700385202712902,7,"12111"
"V1658",0.549896723235171,4.22159860601671,3,"12425"
"V1659",-7.98527490113641,-3.27240036764119,5,"12894"
"V1660",5.36578263966082,-0.773910581222785,2,"13112"
"V1661",1.11044776206005,3.1293670152379,3,"14911"
"V1662",-3.54421883747116,3.70671169264845,4,"16425"
"V1663",-5.52587021857057,2.98791671816293,4,"16810"
"V1664",-5.32889138924246,3.66300416761775,4,"17435"
"V1665",2.50179380758324,2.10819913416637,3,"17921"
"V1666",-5.50728256265344,2.43389786146508,7,"18812"
"V1667",-0.141100288790411,3.94852493131774,3,"18914"
"V1668",-0.719577417603521,1.47329190008694,3,"10080"
"V1669",-3.47664212207518,-2.11620971297316,7,"14326"
"V1670",-7.1355072743425,-3.27898116393455,8,"14766"
"V1671",-3.55507131554865,-2.21861741087569,7,"14836"
"V1672",1.69550830145957,-0.685453087122551,1,"15397"
"V1673",5.51661137929887,-2.17404272768511,2,"15560"
"V1674",1.4668916506751,-0.526575515135418,2,"15882"
"V1675",0.580574471123772,4.15368344257789,3,"16028"
"V1676",-1.80487542086478,4.0994904219018,4,"16609"
"V1677",-0.402215167454212,2.73617308015619,3,"18715"
"V1678",1.67758161783959,2.77404756197835,3,"18882"
"V1679",-2.44317839436908,-1.5910878597376,7,"19231"
"V1680",7.14055169876417,-0.785413501276147,2,"19295"
"V1681",3.73917916717618,0.108983894979061,1,"19492"
"V1682",-4.4962861789772,0.356032089605294,4,"19756"
"V1683",5.54354236577031,-2.1248823928206,2,"12259"
"V1684",1.89269052882362,3.9157506822819,3,"12498"
"V1685",-7.46865519034032,-1.06513270173782,5,"12643"
"V1686",-5.9524031539425,-0.450239238876809,5,"12655"
"V1687",4.26794891218735,-2.14932376751154,1,"12933"
"V1688",-6.9719670956354,-3.85972835050616,8,"13376"
"V1689",4.17473965025834,2.78248184713776,2,"13638"
"V1690",1.48767644647564,2.72603175843012,4,"14356"
"V1691",4.05060125807448,-0.698774242151171,1,"14598"
"V1692",-0.0850769383750642,2.30203038517531,3,"15182"
"V1693",-0.322318745817322,1.08095856586052,2,"15971"
"V1694",5.55765339112176,-1.12244007506101,2,"16213"
"V1695",4.07410732686538,2.48215895394763,3,"16428"
"V1696",4.8348962454314,-2.18791686099396,2,"16621"
"V1697",3.80406363084329,-1.83583044138511,2,"16713"
"V1698",1.31410694381277,-0.381526775917165,2,"17812"
"V1699",-0.886979011185198,4.75500888669683,3,"18051"
"V1700",7.14260132451236,-0.787380496771469,2,"18152"
"V1701",-1.18180492198931,0.537416687675097,3,"18164"
"V1702",4.78901700166391,-1.00400788558922,2,"18300"
"V1703",-2.56741513051323,2.17397851526272,7,"10863"
"V1704",1.10927844155464,0.133958735268408,7,"11303"
"V1705",-1.79980656628024,4.03963075113081,3,"11422"
"V1706",-4.12853590672282,-2.76999834002803,7,"12328"
"V1707",5.19886291317913,-0.413461029026307,2,"12785"
"V1708",-6.03852653231236,-4.4490223650468,8,"12925"
"V1709",-4.28188623108012,3.70164779655163,3,"13824"
"V1710",0.559925478546765,-1.35352850478868,7,"18255"
"V1711",7.13585184235686,-0.782613811152365,2,"19541"
"V1712",0.976794397634454,3.04706620022564,3,"19608"
"V1713",-6.66996153347213,-1.46957258594382,5,"10150"
"V1714",-4.78940580962903,2.98479974903633,4,"10383"
"V1715",-7.45419365949882,-1.7548077283747,8,"10603"
"V1716",3.26311584047551,-0.341043347878353,2,"10740"
"V1717",5.50771859196143,-2.19739945802281,2,"13372"
"V1718",-0.550835403356182,3.02240920252581,3,"14508"
"V1719",-1.4684890224478,4.69748978822203,3,"14607"
"V1720",-9.64673893018454,-5.21070504391294,8,"14983"
"V1721",2.02810468229456,3.91289443420867,3,"19098"
"V1722",-1.01086386035885,2.82043977517664,3,"19659"
"V1723",5.57408810362342,-2.69863116316685,2,"13137"
"V1724",-2.42075151259902,-2.32536958318516,7,"14212"
"V1725",-1.73513508556997,-0.300180163408246,7,"14514"
"V1726",1.72887199504319,0.331700501854924,1,"14638"
"V1727",0.451205011165586,-0.835278585578355,1,"15746"
"V1728",-0.906329164968662,0.640374306300188,2,"15846"
"V1729",0.554771451048659,2.93147850066585,3,"16601"
"V1730",5.56603785073661,-2.08683250546961,2,"17122"
"V1731",-2.19290561993262,3.11112129884403,7,"17604"
"V1732",4.17877028273336,-1.806388889763,1,"17715"
"V1733",1.55025580805239,3.03400766426676,1,"17718"
"V1734",-7.58987447190862,-4.80202817015604,6,"17875"
"V1735",4.25119843413444,-2.18546058580675,2,"18358"
"V1736",-4.17959977501249,-1.37092786547751,3,"19056"
"V1737",5.95524752792215,-2.64321174729437,2,"19374"
"V1738",-3.06203098331425,1.24107796745817,7,"19514"
"V1739",1.40295852815641,1.83171666247187,3,"10794"
"V1740",-4.21373945232337,2.88524585658543,7,"11655"
"V1741",-2.28234564468198,4.37011608024649,3,"12293"
"V1742",-1.02958975155906,3.76943984494093,7,"12761"
"V1743",6.69314799886757,-1.05709542305922,2,"13650"
"V1744",3.96729612712305,-0.972780739755665,2,"16143"
"V1745",4.48585884548048,-0.991509692529294,2,"16986"
"V1746",4.09272692290428,1.93783165960425,2,"17247"
"V1747",4.8866430465829,-2.01375636570787,2,"18546"
"V1748",4.6225072525325,-0.520226459134404,2,"10093"
"V1749",7.14268673220222,-0.787402883145586,2,"10232"
"V1750",-5.16609810103698,-2.76526085548689,8,"11038"
"V1751",4.90452633646943,0.152258491304499,2,"11217"
"V1752",2.58530890848173,-2.28135170858805,1,"13572"
"V1753",-5.52613057572968,-1.56696681880536,5,"17771"
"V1754",2.3307976501156,0.0103128173707173,2,"18941"
"V1755",7.14260132451236,-0.787380496771469,2,"19112"
"V1756",-0.261021437279476,3.99576124096762,3,"11536"
"V1757",-2.09100776532572,3.19625527255074,7,"13518"
"V1758",2.0182131114863,3.62626546916632,3,"13817"
"V1759",-7.14337189981856,-3.91345783264651,6,"14396"
"V1760",4.87819709455452,-1.58063036882623,2,"16134"
"V1761",1.69278312016483,-0.645516841959628,1,"16419"
"V1762",4.44853822004378,-0.948509175484516,2,"17059"
"V1763",-0.0938964795142949,2.37566279003142,7,"17145"
"V1764",3.72363770873335,-1.47208062493094,2,"11052"
"V1765",-1.46476368341572,4.65897910137558,3,"12771"
"V1766",1.60582798151647,-0.458742102589667,1,"13912"
"V1767",1.82713723983328,-0.654314011608969,1,"14063"
"V1768",-1.32596268339675,5.17941321975256,3,"14168"
"V1769",4.39560969479187,-1.26909994560972,2,"14369"
"V1770",-0.41552305526682,-1.88472167425651,7,"14476"
"V1771",4.56412819498125,-1.23718716761035,1,"14842"
"V1772",-1.19261051130795,3.50161649962976,3,"15023"
"V1773",5.77224395882618,-0.380206397370036,2,"15343"
"V1774",-1.10361168826051,-0.497080227921361,3,"16235"
"V1775",-0.79661355150121,0.806501514854928,3,"18652"
"V1776",6.02192913901264,-1.33656874859194,2,"19172"
"V1777",-7.36821974028384,-0.569958559362715,5,"12564"
"V1778",-5.39662831537428,-0.967821471403547,7,"15271"
"V1779",-3.83572617026586,0.725969128521724,5,"16682"
"V1780",4.19192022242999,2.77419448976876,2,"16783"
"V1781",1.68284306525211,-0.609129683313378,1,"17206"
"V1782",3.66335025438709,2.9565173184889,3,"17756"
"V1783",7.14268673220222,-0.787402883145587,2,"18658"
"V1784",-9.02671782213495,-6.57019118435507,8,"18727"
"V1785",-5.35844241299176,2.49365703601684,4,"19420"
"V1786",-1.63362540961846,4.40346943996576,1,"19548"
"V1787",3.90025531847542,-0.998533816335371,2,"19903"
"V1788",-1.56725362984759,4.4327985649209,6,"10367"
"V1789",-0.816992847241281,0.873757907108089,7,"11596"
"V1790",7.14719810552705,-0.791114345108493,2,"11727"
"V1791",4.82810146239672,-1.68005091783399,2,"11849"
"V1792",-8.65073680712191,-1.854760919542,4,"13135"
"V1793",-6.38664277680126,-3.07191581176726,8,"13172"
"V1794",-7.66237032634071,1.58915016403027,4,"15394"
"V1795",4.17827533562132,-1.85845953213767,1,"16534"
"V1796",0.601157666714288,3.2995340219161,1,"17089"
"V1797",1.9265991531843,-0.95422931826755,1,"17531"
"V1798",7.13794646618033,-0.785154845434786,2,"18850"
"V1799",5.87976671068496,-2.80771459324552,2,"10654"
"V1800",-7.13046069825575,-3.4805527889543,5,"12693"
"V1801",-3.27261681004082,-2.31322378162364,7,"13535"
"V1802",-4.04312492837593,-1.7829722705721,7,"14628"
"V1803",-0.810369894664397,4.6052942626619,3,"16618"
"V1804",5.22918773736893,-0.448110564269785,2,"16885"
"V1805",-9.14827670400375,-6.09576381888216,8,"17501"
"V1806",1.02390465756526,1.81778038741134,3,"17901"
"V1807",5.87713903803452,-2.77667393519726,2,"18060"
"V1808",5.16931324646677,-0.178719708458863,2,"18190"
"V1809",3.57540653755653,-0.715065655399337,2,"18512"
"V1810",0.797013891729553,-0.576187794163549,3,"10363"
"V1811",6.40395485907784,-0.977588062821212,2,"11662"
"V1812",6.00923482047353,-1.34124334203629,2,"11804"
"V1813",3.36443196439869,2.80780605537886,2,"13853"
"V1814",1.95764147843152,-1.07249588875684,1,"15119"
"V1815",4.84970637418529,-2.15377005952625,2,"15632"
"V1816",4.97212633605438,-0.122532604214621,2,"17041"
"V1817",1.18300008658102,3.3379193583634,2,"17428"
"V1818",4.29779349531909,-1.67575609782996,2,"18301"
"V1819",4.88834924931163,-1.91514913601402,2,"19007"
"V1820",1.55387280715643,0.329986428872037,3,"19091"
"V1821",-7.62643710669563,-1.25985680738895,4,"19230"
"V1822",3.67592443387844,2.18229863785734,2,"19936"
"V1823",-2.6223423553127,2.6264487121494,3,"10750"
"V1824",-4.04667403389736,-2.75954994561168,7,"12241"
"V1825",6.36885072753413,-1.15370481447458,2,"12300"
"V1826",3.6964071076468,0.168359985663639,2,"12656"
"V1827",6.09918019257987,-1.13996904853104,2,"13442"
"V1828",0.6758282869285,-1.5360319183168,1,"14223"
"V1829",2.71540388858252,2.92298308962886,3,"14656"
"V1830",-3.43731526084154,-2.64007519729651,7,"17063"
"V1831",1.80469577708159,-0.183807273863429,1,"17762"
"V1832",2.36663782104088,1.92750128648577,3,"18508"
"V1833",-9.06876429193674,-2.45051386492025,5,"18596"
"V1834",5.13450598481035,-1.47093023496825,2,"19267"
"V1835",5.4082051708338,-0.0727726395765028,2,"10537"
"V1836",-1.0751044689917,0.981787627923733,1,"10720"
"V1837",6.36550580223232,-1.09354246870145,2,"11580"
"V1838",5.82677803333614,-0.566804599805113,2,"11863"
"V1839",7.13845546337904,-0.783808857733947,2,"12277"
"V1840",6.02108030671251,-1.45909269776755,2,"12586"
"V1841",7.13585184235686,-0.782613811152366,2,"12960"
"V1842",7.14055169876417,-0.785413501276146,2,"13236"
"V1843",5.38607394020731,-0.575005970539878,2,"13903"
"V1844",5.01816659922585,-1.88155301356471,2,"13945"
"V1845",4.1120581121365,-1.99774680047489,2,"14851"
"V1846",5.41185747784899,-0.502046068397615,2,"16559"
"V1847",-2.49765678549473,0.359234336103459,7,"16773"
"V1848",-1.34057826426177,2.91856358569629,3,"18173"
"V1849",1.57996320257168,0.530660412953797,3,"18454"
"V1850",-2.87447455191848,4.0134832745478,3,"19347"
"V1851",3.77327937821177,-1.95645208245252,1,"19611"
"V1852",2.55910914547643,2.37701923601904,3,"11123"
"V1853",6.16102866187059,-2.44356914488731,2,"12770"
"V1854",5.16210464218276,-1.32479295154436,2,"13288"
"V1855",-1.78177698172931,4.15370048131714,6,"15452"
"V1856",2.60949458406752,2.37344370927527,3,"15598"
"V1857",1.91957980013226,3.84332386383166,3,"16259"
"V1858",2.97878300899319,-2.01972854780229,1,"18241"
"V1859",-2.40006784380134,3.84984834293936,1,"19727"
"V1860",-1.73778006098907,4.09682460326455,4,"10481"
"V1861",7.13794646618033,-0.785154845434785,2,"10634"
"V1862",-3.70253450472797,2.84418409221674,3,"11253"
"V1863",3.53856011467474,-0.447083197182602,2,"11768"
"V1864",-1.94355402398908,3.10735583859157,7,"11945"
"V1865",-5.60310750419125,2.60064800378443,4,"11967"
"V1866",5.10974887931995,-1.9254442095547,2,"12083"
"V1867",-2.51692398486906,0.342804059359425,3,"13189"
"V1868",1.11271374419562,3.33258025406137,3,"13313"
"V1869",-6.73545039747468,-3.08595250839626,8,"13658"
"V1870",-2.87744873493416,2.95845409343123,7,"13786"
"V1871",-2.16112399896832,3.12772030579469,3,"14589"
"V1872",6.02123889507989,-1.3352384662106,2,"14899"
"V1873",-1.33428748003091,-0.167640762960513,3,"16963"
"V1874",2.20327679200352,2.72087891618062,3,"17299"
"V1875",0.0438657832740854,2.45707749485835,3,"17616"
"V1876",1.4822355186548,2.74281740568589,1,"17795"
"V1877",7.14260132451236,-0.787380496771469,2,"17874"
"V1878",0.92299269486424,3.73340301371763,3,"11846"
"V1879",-1.50833815818568,4.6115118339808,3,"12575"
"V1880",4.50822492238861,-1.44200980931934,2,"13881"
"V1881",-2.77876085785453,-1.05489852207378,3,"14644"
"V1882",1.75820266895768,-0.521013177687917,1,"15117"
"V1883",-3.50459420733482,-2.11782428662811,7,"17100"
"V1884",-3.5539460879009,-2.11048679259799,7,"18232"
"V1885",1.71306804353457,3.76178572425166,3,"18256"
"V1886",4.41912023037043,-1.12375871507427,2,"19807"
"V1887",-0.0175690548749207,0.628183555582722,7,"11186"
"V1888",-2.65787092434513,0.263858634005242,7,"11637"
"V1889",5.01754735787225,-0.894145062391333,2,"11845"
"V1890",-2.27562056352234,-0.288698141898931,1,"12944"
"V1891",1.59923892824073,1.21640468439799,7,"14056"
"V1892",5.88005261499857,-2.84025461839087,2,"15537"
"V1893",4.11119371303816,-0.706656186321587,1,"17376"
"V1894",-1.75721056615426,3.50502300896166,7,"18250"
"V1895",6.02123889507989,-1.3352384662106,2,"18297"
"V1896",-0.488645446118924,0.391685412332302,3,"19198"
"V1897",0.28997480743913,2.9710395669636,3,"19237"
"V1898",7.13794646618033,-0.785154845434784,2,"19278"
"V1899",-3.91252126142626,0.445555829978002,7,"19400"
"V1900",-1.70094607955947,4.29615230226818,1,"19475"
"V1901",5.09672766701173,-1.53641349093335,2,"11419"
"V1902",-4.63103002494084,-0.479356809609151,5,"11818"
"V1903",2.94934427619343,-0.192275881148537,2,"12440"
"V1904",2.58209036709039,-1.99486035061899,2,"12624"
"V1905",5.43211680919357,-0.46708070152537,2,"15214"
"V1906",1.44702099606592,2.76065359779224,3,"16325"
"V1907",4.08608056525757,-1.98071734984723,2,"17446"
"V1908",0.212522537150164,2.33910819656623,7,"19669"
"V1909",-1.94227267949636,3.33387303003235,3,"10649"
"V1910",3.15980254078407,-1.74235661552401,2,"10997"
"V1911",6.21516730816172,-1.02041345194062,2,"15184"
"V1912",-2.34616047073953,-1.23058093521905,7,"17483"
"V1913",3.07603525048769,-1.24833389024992,1,"17987"
"V1914",5.35819321819176,2.15112848861823,2,"18641"
"V1915",2.21900842683416,2.86958674224007,1,"19742"
"V1916",4.85618830441881,-0.466762365868065,1,"19777"
"V1917",5.88653128278232,-2.78925839963618,2,"19859"
"V1918",4.18193818613395,2.67235292630881,3,"11116"
"V1919",5.16098121466103,-1.70881529675356,2,"11277"
"V1920",1.50858880613945,-1.12379511596947,1,"11937"
"V1921",2.8433616838539,-1.14432701278933,1,"12376"
"V1922",5.21776590577496,-2.08014375268746,2,"12642"
"V1923",-5.37745557558677,3.39333948811594,4,"15439"
"V1924",-4.7002466181454,3.00096302045915,4,"15712"
"V1925",4.20615080879335,2.51547669448833,2,"16174"
"V1926",2.1361599558395,-1.11607422456247,1,"16767"
"V1927",-3.79179544510818,0.384854842550854,7,"17242"
"V1928",-1.77213573830418,4.03948375747198,3,"10936"
"V1929",5.89331990351579,-2.84027157418014,2,"12001"
"V1930",1.65705439001516,3.70994898995898,3,"12219"
"V1931",-2.16640560137693,3.00650230636542,3,"12986"
"V1932",4.01324795162053,-1.34860087325771,2,"12988"
"V1933",5.04713147601188,-0.944629502046897,2,"13542"
"V1934",-6.85067008353173,-1.19071648714282,5,"13922"
"V1935",2.40406842317177,0.486218897972645,1,"17661"
"V1936",5.06585478368075,2.21040075415722,2,"18909"
"V1937",-2.38851397066016,3.99048497284528,3,"10170"
"V1938",5.04300684374524,-0.815054830394498,2,"10492"
"V1939",3.24971074899111,-0.380286302892318,2,"11393"
"V1940",-8.94280343021741,-5.937331151238,8,"11652"
"V1941",1.64269707862202,-0.873351822746635,1,"14645"
"V1942",7.13794646618033,-0.785154845434783,2,"15922"
"V1943",2.31548452062979,-0.327414066903236,3,"16057"
"V1944",3.84298589392496,-1.78373291447204,1,"16220"
"V1945",1.77123806405938,-0.537908759986994,1,"16619"
"V1946",0.320260304045226,3.31008242093413,1,"17960"
"V1947",-0.29690972275148,0.84239237317116,7,"10117"
"V1948",-1.500222905495,3.1066129769747,3,"11001"
"V1949",1.60883120029893,3.65513977676225,3,"11232"
"V1950",-2.00484811024258,3.16523824251965,7,"11682"
"V1951",6.37106111137236,-1.13366449717121,2,"13234"
