"","TOPLD1DAY1","AISLE1DAY1","PSADAY1","EXHIBITIONDAY1","MAINDAY1","POSTERDAY1","PSBDAY1","WC1DAY1","PSCDAY1","ROOM1DAY1","PSDDAY1","ROOM2DAY1","CIDAY1","BOTLD1DAY1","SERVEDAY1","ROOM3DAY1","ROOM4DAY1","WC2DAY1","CIENTRY4DAY1","TOPLD2DAY1","CANTEENDAY1","AISLE2DAY1","WC3DAY1","ROOM6DAY1","ROOM5DAY1","ENTERTAINDAY1","BOTLD2DAY1","TOPLD1DAY2","AISLE1DAY2","PSADAY2","EXHIBITIONDAY2","MAINDAY2","POSTERDAY2","PSBDAY2","WC1DAY2","PSCDAY2","ROOM1DAY2","PSDDAY2","ROOM2DAY2","CIDAY2","BOTLD1DAY2","SERVEDAY2","ROOM3DAY2","ROOM4DAY2","WC2DAY2","TOPLD2DAY2","CANTEENDAY2","AISLE2DAY2","WC3DAY2","ROOM6DAY2","ROOM5DAY2","ENTERTAINDAY2","BOTLD2DAY2","TOPLD1DAY3","AISLE1DAY3","PSADAY3","EXHIBITIONDAY3","MAINDAY3","POSTERDAY3","PSBDAY3","WC1DAY3","PSCDAY3","ROOM1DAY3","ROOM2DAY3","CIDAY3","BOTLD1DAY3","SERVEDAY3","ROOM3DAY3","ROOM4DAY3","WC2DAY3","TOPLD2DAY3","AISLE2DAY3","WC3DAY3","ROOM6DAY3","ROOM5DAY3","ENTERTAINDAY3","BOTLD2DAY3"
"19189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3217,3018,0,9926,116,6671,645,0,0,0,6062,0,0,0,0,0,0,73,5643,234,131,0,0,0,0,0,1237,2919,0,5154,33,0,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0
"19190",0,1288,0,0,8950,37,0,0,0,0,0,0,16,97,7,0,0,0,0,0,400,1144,0,0,0,0,90,0,3748,0,2824,9664,1286,1895,207,0,0,0,0,8,95,0,0,0,53,0,502,539,143,0,0,5468,99,0,1189,2708,364,5055,32,0,33,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"19192",0,3376,0,0,11944,1045,9173,138,0,0,0,0,0,284,18,687,0,0,0,0,1230,704,230,0,0,2399,274,0,1998,0,0,8930,52,0,0,0,0,0,0,382,93,32,470,0,481,0,0,286,0,0,0,115,85,0,1442,0,0,5323,38,3607,0,0,0,0,0,49,0,0,0,0,0,154,88,0,0,0,27
"19193",0,1271,1664,0,0,74,0,329,5309,626,0,0,19,48,0,0,0,0,0,0,0,195,0,0,0,2287,43,0,123,0,2337,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,51,0,174,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19196",0,1608,0,0,12512,16,0,0,0,0,0,0,0,58,51,0,0,294,0,0,0,179,0,0,0,0,71,0,1517,0,84,9638,0,0,0,0,0,0,0,22,32,0,0,0,291,0,529,123,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2374,0,584,0,501,7294,114,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,0,1805,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,0,0,0,41,0,0,0,0,0,0,32,0,0,0,0,0,141,155,0,0,0,24
"19201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0,2238,43,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,0,0,1971,46,34,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19202",71,2480,0,0,11648,9,0,0,0,1311,0,6219,0,0,0,0,0,0,0,64,4591,122,389,0,0,0,0,79,2659,3168,0,10534,266,0,0,0,2274,0,5621,0,0,0,0,0,369,72,8530,160,0,0,0,0,0,0,226,0,0,4014,189,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0
"19203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3841,0,305,7860,94,0,331,0,0,4868,0,0,145,9,0,0,0,0,1366,514,125,0,0,6080,163,0,1491,2394,0,4957,50,0,202,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0
"19204",0,2974,0,0,10749,0,0,0,0,0,0,0,28,45,0,0,0,0,0,0,0,267,388,0,0,235,47,0,2999,0,4601,10569,74,0,764,7155,0,0,0,0,173,25,0,0,455,0,633,599,665,0,0,2441,164,0,1425,0,2578,2083,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0
"19205",73,1378,2780,2705,12330,58,0,283,0,546,0,9151,0,0,154,440,0,0,0,64,649,155,66,0,0,0,0,116,2239,2213,276,10757,404,0,0,0,963,0,10712,0,0,0,429,0,0,109,4466,211,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,2918,0,0,599,0,327,0,0,0,0,0,39,0,0,0,0,0,0,85,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19209",0,1054,0,91,6766,0,0,0,0,0,0,0,37,35,16,0,0,45,0,0,0,657,0,0,0,0,27,0,2906,0,0,9874,27,0,46,0,0,0,0,0,32,0,0,0,0,0,0,115,30,0,0,0,24,0,1957,2418,0,6271,68,0,70,0,0,0,42,77,0,0,0,0,0,197,118,0,0,72,67
"19214",0,592,0,0,0,468,0,0,0,0,9608,0,0,51,7,0,0,0,0,0,0,223,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19215",72,607,0,0,7222,578,0,0,0,0,0,454,0,0,0,0,0,0,0,62,198,116,48,0,0,0,0,112,3845,0,0,9896,61,0,0,5585,2374,0,3249,0,0,0,0,0,0,105,8860,227,79,0,0,0,0,0,433,0,0,2310,25,3361,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0
"19216",0,1306,0,785,0,50,10167,394,0,564,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19218",0,5207,0,3275,5640,2840,5241,47,0,153,0,0,0,130,0,0,0,188,0,0,1192,1029,158,0,0,5814,125,0,2790,0,2878,2774,47,0,113,0,0,0,0,56,60,0,0,0,0,0,1006,249,0,0,0,2260,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,0,0,0,13,0,163,0,0,0,0,8,31,0,0,0,0,0,4034,81,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,18,0,402,0,498,0,0,56,42,0,0,0,0,0,414,222,70,0,25933,0,46,0,242,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,210,110,0,8823,0,68
"19221",0,445,0,0,10962,0,0,0,0,0,0,0,12,0,0,0,1390,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,11512,666,3194,460,0,1409,0,0,0,75,25,0,10464,0,0,4063,312,274,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19222",0,1169,0,1514,9598,0,0,0,0,0,0,0,34,0,7,739,0,605,0,0,0,0,0,0,0,0,0,0,1076,0,0,9348,0,0,0,0,0,0,0,49,0,0,0,0,281,0,0,0,0,0,0,0,0,0,2155,2423,50,6889,49,0,115,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0
"19223",0,3245,0,149,9466,107,0,0,0,455,7672,0,13,89,7,693,0,142,0,0,1413,476,265,0,0,5154,113,0,3228,1581,357,9522,476,0,138,0,1531,0,0,0,177,0,58,0,308,0,1528,363,0,0,0,971,190,0,1361,0,0,7914,1093,0,0,0,548,0,41,0,0,0,0,97,0,0,0,0,0,0,0
"19224",0,1260,0,1128,10582,8,0,0,0,0,0,0,0,94,17,0,0,225,0,0,448,244,0,0,0,328,96,0,3413,2751,2200,10629,746,6622,288,0,0,0,0,0,89,0,0,0,0,0,1112,380,0,0,0,2296,104,0,549,0,1131,3605,0,0,0,0,0,0,0,0,18,0,0,107,0,0,0,0,0,0,0
"19226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1072,0,0,28,0,0,4964,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0
"19228",0,1670,0,0,9844,0,0,0,0,0,0,1855,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,81,2330,0,0,10710,549,10402,189,0,0,0,7270,0,0,0,0,0,0,76,3694,191,65,0,0,0,0,0,1061,0,0,7439,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0
"19229",0,499,0,0,0,35,0,0,0,331,9252,0,18,48,0,0,0,0,0,0,0,278,0,0,0,1295,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,6408,0,0,86,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"19230",0,1621,0,0,11556,16,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,2413,8678,4762,10447,874,0,571,0,0,0,0,46,100,0,119,0,582,0,1318,306,0,0,0,770,103,0,1620,0,0,7772,18,0,0,0,0,0,28,40,0,0,0,442,0,78,0,0,0,265,34
"19231",0,1450,0,3385,12527,754,0,333,0,0,0,0,0,150,0,0,0,140,0,0,1378,607,463,0,0,2534,134,0,1072,0,885,9689,0,0,121,0,0,0,0,0,95,7,0,0,0,0,1348,462,788,0,0,373,89,0,1036,0,1440,4278,565,2319,0,0,0,0,47,37,0,0,0,0,0,70,0,0,0,257,29
"19232",0,311,0,1718,2633,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,1629,0,9911,799,1499,276,0,677,0,0,46,179,26,0,0,0,0,578,669,504,0,0,6370,171,0,775,2585,736,5166,40,0,0,0,0,0,43,42,0,0,0,0,0,171,0,0,0,1393,24
"19236",0,1554,0,24,10924,0,0,0,0,0,0,0,0,62,0,562,0,242,0,0,70,161,0,0,0,0,48,0,3091,0,3761,10675,95,0,0,2912,0,0,0,0,125,17,0,0,211,0,694,382,85,0,0,8380,142,0,2254,2033,0,6539,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19237",0,753,0,1481,8208,0,0,0,0,0,0,0,11,45,0,0,0,92,0,0,645,179,0,0,0,0,34,0,3182,0,0,10364,495,0,566,7497,577,0,0,0,193,20,466,0,0,0,521,514,0,0,0,6071,174,0,1190,0,0,4989,47,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19238",0,865,0,982,12355,18,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,9922,26,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,1384,7470,0,0,0,0,0,0,0,32,23,0,0,292,0,136,0,0,0,0,23
"19240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2964,0,0,10227,104,7214,494,0,0,0,7103,0,0,0,0,0,135,73,2872,184,0,0,0,0,0,39,590,0,0,5340,0,0,0,0,0,0,0,0,0,0,0,0,23,1305,0,0,0,0,0
"19243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,1866,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,1378,34,180,0,0,0,25,32,0,0,0,0,0,120,0,0,0,0,24
"19244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,0,0,0,54,5011,168,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
"19245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,0,75,0,0,7383,1552,0,0,0,58,0,0,0,152,0,0,203,0,0,0,976,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19247",0,478,0,0,2767,0,0,0,0,0,0,0,0,35,0,0,2176,0,0,0,450,103,0,0,0,0,27,0,1753,0,0,8589,7,0,0,0,865,4989,0,0,74,8,0,9882,419,0,3058,328,0,0,0,0,93,0,999,2577,0,5593,41,0,0,0,0,0,37,0,16,0,1421,0,0,0,0,0,0,0,0
"19250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4996,0,0,1856,385,0,190,0,0,3824,0,7,33,0,0,0,0,0,5190,197,0,0,0,0,26,0,519,0,167,0,260,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,0,3706,0,283,0,850,0,1783,5786,0,22,51,0,0,0,0,0,0,168,0,0,0,1948,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19254",0,1142,0,0,10206,0,0,0,0,0,0,0,29,91,10,422,0,135,0,0,348,226,0,0,0,211,93,0,2280,0,1583,10451,925,0,0,0,0,8653,0,0,100,0,0,0,244,0,516,506,179,0,0,4433,120,0,971,0,0,7379,25,0,0,0,0,0,0,44,0,0,0,0,0,477,0,0,0,0,26
"19255",0,1492,0,2723,10658,21,0,214,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248,0,0,9811,883,0,366,2559,0,0,0,43,158,0,0,0,0,0,0,587,277,0,0,6276,143,0,664,0,2775,2874,1646,2300,277,0,0,0,32,36,0,0,0,0,0,64,0,0,0,1072,29
"19257",0,843,0,2721,0,44,0,168,0,0,0,0,0,43,0,0,0,0,0,0,0,177,275,0,0,4663,37,0,655,0,0,0,0,0,86,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,243,5550,166,0,0,0,21,32,0,0,0,0,0,511,0,0,0,0,22
"19259",0,1005,0,80,0,0,0,0,0,620,0,0,0,85,63,578,0,713,0,0,904,293,558,0,18569,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,358,51,0,508,0,396,0,70,0,0,0,0,31
"19261",0,3143,0,2154,11678,92,0,0,8185,284,0,0,0,90,0,592,0,83,0,0,1020,629,370,0,0,3947,89,0,1393,0,0,8752,0,0,0,0,0,0,0,40,161,0,0,0,249,0,974,1656,0,0,0,258,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19262",0,2196,1207,2361,0,386,0,0,7090,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,33,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,20,6327,0,0,0,0,0,34,0,0,0,0,0,141,251,0,0,0,25
"19265",0,1146,0,716,11850,242,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3873,1493,2941,9999,586,4436,384,0,694,0,0,9,71,0,0,0,135,0,633,1822,91,0,0,2942,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19266",0,1312,0,529,0,28,0,687,0,435,0,0,7,150,0,497,0,313,0,0,449,283,0,0,18673,0,152,0,292,0,0,0,7,0,283,0,371,0,0,49,39,0,0,0,0,0,841,214,0,0,19859,0,31,0,309,0,341,0,7,0,0,0,0,0,42,34,0,0,0,0,0,62,0,0,8610,0,29
"19267",0,1227,0,2987,0,22,0,0,0,0,3676,0,0,32,0,0,0,0,0,0,0,178,0,0,0,4056,24,0,1173,0,3933,0,14,0,0,0,633,5589,0,0,107,0,0,0,0,0,0,398,471,0,0,3329,105,0,274,0,0,0,1288,5217,222,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0
"19269",0,2878,0,45,11816,26,0,408,4213,474,0,0,0,322,0,560,0,0,0,0,962,655,0,0,0,8228,324,0,1252,0,0,7684,0,0,0,0,0,0,0,45,91,8,0,0,254,0,0,435,0,0,0,0,82,0,2412,0,1731,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,2519,0,0,54,7587,0,0,0,0,0,0,56,0,0,0,0,0,0,182,0,0,0,715,51,0,833,0,0,0,284,4027,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"19275",0,2678,0,0,8777,7,0,0,0,0,0,0,19,0,0,419,0,461,0,0,0,0,0,0,0,0,0,0,3360,0,426,9777,32,0,227,0,0,0,0,0,162,73,0,0,541,0,1306,672,856,0,0,6784,164,0,1770,2170,0,4987,46,0,0,0,0,0,0,0,7,0,0,261,0,0,0,0,0,0,0
"19276",0,736,3053,16,0,64,2863,405,0,0,0,0,0,32,0,0,0,0,0,0,0,305,303,0,0,3733,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,28,5732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19278",0,784,0,582,0,7,0,393,0,442,0,0,0,144,16,0,0,43,0,0,1019,228,0,0,13781,0,113,0,597,0,135,0,10,0,280,0,1082,0,0,53,48,0,0,0,0,0,1016,273,77,0,25489,0,48,0,112,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,49,0,0,7951,0,24
"19279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,849,5947,0,0,0,0,0,0,14,62,0,338,0,0,0,0,0,0,0
"19282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,3151,0,0,1706,7377,48,0,0,0,0,0,93,0,0,0,65,0,0,390,157,0,0,332,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19284",0,1893,0,2921,11062,768,4833,412,0,0,0,0,0,130,122,0,0,133,0,0,729,1019,421,0,0,6432,125,0,713,0,3531,2434,0,0,0,0,0,0,0,0,0,25,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19288",0,580,0,2176,5133,0,0,0,0,0,0,0,11,35,9,0,0,343,0,0,405,106,0,0,0,0,31,0,3383,0,0,10287,105,6554,83,0,594,0,0,358,90,0,0,0,339,0,679,1516,0,0,0,4361,117,0,1284,0,0,1318,753,0,0,0,0,0,36,0,7,0,0,0,0,0,0,0,0,0,0
"19289",0,848,0,1349,0,1077,0,0,0,0,0,0,161,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19290",0,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,2807,0,114,9822,1104,5413,0,0,0,0,0,53,100,0,0,0,495,0,5799,266,453,0,0,0,117,0,971,2184,221,6504,22,0,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0
"19291",0,1270,2098,0,0,819,0,30,0,379,0,0,0,130,0,0,0,0,0,0,0,279,0,0,0,2344,101,0,674,0,2591,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19293",0,1040,0,8350,0,56,2332,237,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19295",0,805,0,880,0,0,0,251,0,406,0,0,0,93,108,487,0,0,0,0,419,329,0,0,19595,0,76,0,1498,0,0,0,0,0,0,0,0,0,0,44,80,9,455,0,0,0,305,291,0,0,19903,0,77,0,105,0,0,0,0,0,0,0,0,0,48,36,0,0,0,0,0,74,0,0,0,0,27
"19299",32,504,0,0,1478,0,0,0,0,0,0,1198,0,0,0,0,0,0,0,23,0,134,0,0,30357,0,0,0,1682,0,0,9797,0,0,0,0,0,0,1220,0,0,0,0,0,75,0,0,0,0,0,0,0,0,32,556,0,0,1176,0,0,0,0,0,2157,0,0,0,0,0,0,23,135,64,0,8602,0,0
"19300",0,1404,6954,0,0,200,0,55,0,848,0,0,0,42,0,0,0,0,0,0,0,131,0,0,0,2055,63,0,1173,0,1064,0,218,0,99,0,0,2470,0,0,52,0,0,0,0,0,0,159,0,0,0,1540,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,2477,1331,0,873,5863,0,0,0,0,0,0,56,0,0,0,0,0,0,180,0,0,0,504,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,318,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1702,2826,0,11115,764,5827,427,0,0,0,6408,0,0,0,0,0,543,74,4770,152,0,0,0,0,0,0,1124,2755,0,5398,94,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0
"19310",0,1050,0,1360,10924,0,0,84,0,0,0,0,37,53,0,639,0,224,0,0,963,117,0,0,0,0,58,0,2050,0,2157,9089,404,0,146,4938,1488,0,0,0,206,13,0,0,442,0,5981,566,237,0,0,2555,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,0,2983,0,356,0,0,0,2316,7269,0,0,52,0,0,0,0,0,0,285,50,0,0,1355,46,0,501,5969,0,0,69,0,0,0,0,0,8,0,8,0,0,50,0,0,0,0,0,0,0
"19313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677,0,695,0,11,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19315",0,2054,0,35,10669,0,0,0,0,0,0,0,0,46,9,381,0,138,0,0,0,0,0,0,0,0,0,0,1534,0,1646,10254,0,0,0,0,0,0,0,0,34,0,0,0,0,0,625,127,0,0,0,0,48,0,1200,2543,0,4937,447,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"19321",37,2870,7059,0,12381,827,0,316,0,674,0,3998,0,0,0,0,0,98,0,23,1284,126,101,0,0,0,0,72,840,0,0,7009,713,0,0,0,0,0,1768,0,0,9,0,0,0,67,278,130,191,0,0,0,0,0,1269,0,0,2123,0,0,0,0,0,1314,0,0,0,0,0,172,0,0,0,0,0,0,0
"19322",0,1111,0,0,11300,0,0,0,0,0,0,0,0,33,7,839,0,0,0,0,0,156,375,0,0,0,25,0,977,0,579,9615,0,0,0,0,0,0,0,53,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19326",0,3094,0,1533,11678,310,0,307,0,205,0,0,0,176,0,0,0,0,0,0,532,583,333,0,0,7048,168,0,676,0,305,4830,16,0,0,0,0,0,0,0,34,0,0,0,0,0,0,136,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,2930,0,270,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19331",0,2427,0,586,12014,88,5824,469,0,184,0,0,0,225,0,0,0,0,0,0,648,776,566,0,0,7904,240,0,3335,0,0,9920,926,0,523,5288,485,0,0,0,146,0,0,0,473,0,601,541,0,0,0,6636,159,0,154,0,1698,0,0,0,0,0,0,0,182,32,0,0,0,0,0,1867,0,0,0,0,24
"19334",32,761,0,287,10591,0,0,0,0,0,0,0,0,0,0,438,0,246,0,23,59,61,0,0,0,0,0,76,3116,0,0,9733,100,5749,591,0,841,0,9193,0,0,0,0,0,0,68,4108,174,96,0,0,0,0,0,538,0,0,4583,0,0,0,0,0,1775,0,0,0,0,0,0,0,0,0,0,0,0,0
